35982	I 'm poor poor-ever happy kase God 😇	0
14603	Madam ji always miss videsh mantri	2
37801	sharma Saw episode Nice one sir Maan gaye yaar sharma sir aap bahut himmat wa	2
18824	Happy Birthday Doctor sahab 💐 bhagwaan aapko khush swasth rkhe aap hme aise hi apni creativity se hansaate rhe 🎂	2
21543	Teri kimat dokodi ki ho gayi amit shah capture telegana soon kcr resign	0
19116	ek bhe poj bhai wala mahe hai sab chipka ker rakhy hai yeh bhai bahen ka pyar hai .. …	2
44557	Mamta Banerjee na Jane ho kyA Hai tumko ye desh Ram Ka Hai JaiShriRam haar Ka ghum dubi ho bus b	0
2359	Still far better MMS govt u r connected numbers economy u share	1
1445	chanda make gentle nice relation someone life kisi k sahare ki zarort parti ha	1
5440	chanda hope fr best - D	1
7229	Woo hoo Cricket World Cup starts today Good luck hosts tournament - hope good st	1
27364	Family background ka keh ni sqtai cause kaee ldkiyan fake naam sai ids banati h n pics upload krti bina ghr walu ki ijazat k 😕😕	1
40382	Mp sahab dr manoj rajoriya g ko Jeet ki haardik subhkamnaye	2
27897	Koi apna nahi ghum k maare murdered raped fucked shredded bits hai hum	0
35758	Back 100 % KARATE CHOPPED THAT COLD QUICKLY Feels good FEEL GOOD * waaaaag *	2
38461	Sadji kisi ne bheja h apke liye	1
32467	gadkari Sir badhai ho Sir Agra ke meyar ko smjhao kuch kare Modiji Raj RAMRAJ BUT	2
33309	This painting 40 famous Indian ads hidden 1 ) Which tne favourite symbol ad spot 2 ) Anyone k	1
10989	I fckn pist I lost damn YSL shades	0
18753	I give Araki lot credit kuch detail work goes making characters Then hes	2
25483	modi ji ye sab hota rahega lekin pehle Ram mandir banawao Dhara 370 hatao Hindurastra ghosit karwao Logo	2
13396	Pagol kuute ke samne roti dalna sahi nahi hai yeh sholay thakur saab bolke geye logbog 50 saal p	2
7897	IM SO PROUD OF YOU 💚🎓 I LOVE YOU congratulations + homies	2
26915	Muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki	0
8238	Hadd hai kamine pan ki Aapko pata hai Ye kev jail gaya hai Ye bina order ke railway platform pa	0
28701	It 's vishwas u guys want Its Modiji u dont want Even God comes tel	0
40128	Party candidate 's nahi dekhe hoge bas modi ko jitana hey kar ke vote diye	1
14505	Nhi g Ham AP ki trha nhi ptwari ki olad ham Pakistani aur Pakistan sy pyar krty H	2
22273	Tum kabhi nahi sudhroge fact check fir bat kar chutiye	0
35558	Jai Shri Ram haZ turned Vande Mataram day	1
8199	best wishes world cup Eid Mubarak MUZAFFAR Hasan National general secretary LJP	1
2144	Aarthik madad nahi wo Pakistan ki aawam ka hak tha Aur yeh RSS ke propoganda publication apne pas hi rakho	1
23844	Ye kaafi hai ki ham dushman nahin hain Wafa'dari ka daawa kyun karen ham – thinking Something	1
8910	Actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai haqikat pasand ban	0
33576	No one Me tryna find perfect watermelon	1
28206	match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka baserra	1
32666	He sort like caused love Pomeranians 🥺 picture chew toy litt	2
26044	awwwie thank Lau good morning	2
19034	You mean problem democratic Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai	0
13152	Greetings dearest friend shri ji birthday maa aashapura bless lots love happ	2
17992	wonda In month Ramadan positive heart desires prayers family friends granted Insha Allah	2
23129	marwaadi Roshan Oye Roshan meh JCB ki khudai dekh k aaya Roshan	1
15581	&	1
8604	spotter Ye sirf pauranik kathaon mein payi jaati thi Vaastavikta se iska koi sambandh nahi hai	1
20097	BJP leader Vishwas Sarang Bhopal Tabaadla udyog Congress ki sarkar mein phal raha hai vidhayak vyapar ke kendrabindu par h	1
5225	Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngy Mukti bahini 2 nahi ban	1
31039	Up ki sarkar jiski bunyaad pe tiki h wo aaj apne Mukaam pe pahunch gayi laghusanka ki deri h fir	2
41953	ALVIDA JUMMA-2019 MUBARAK TO ALL DUWA KI GUZARISH	2
43996	Sir ye Modi ke name pr vot pada h ap Kabhi ao Yamuna Nagar ki Rajiv garden bank calony Dekho logo Ka	1
18866	Jyda gyan na pelo Aur democracy ka majak udana band kro Thoda competition Dete aur ye baat bolte thi	2
28950	KHAN Bhai Ankush khush raho I 'll pray u Coz I know Nafrat se kabhi kis	2
36545	Now much ab sare tweet arsal ke support 😠 Jab jiya ka man nhi wo chai nhi bana sakti yasit ke liy	1
2745	jaaz saab ko salo saal ke pending case ko soultion maza nahi aata * inko public paise monthly case miljaye *	0
38245	SecretOfPositivity papaji Dhan dhan satguru tera hi aasra Good morning ji mugje tu	2
31302	_• She bachi piece maal _• She ( Rehmat )	1
11709	mat kaho Dil se nahi ho wese shakal ka mjhe pata nahi aesa kch matter nahi krta 😛	1
20225	thx every single memer making day u guys r amazing 😄 jcb jindabaad JCBKiKudhayi JCBkiKhudaai	2
34859	Non-stop hoga entertainment par kaun dega performance sabse best Watch SRGMPLilChamps Sat-Sun 9 PM	1
42434	Here To fir jo Atankwadi uski Jaat musalman q hoti jo ready musalman h woh yeh baat q	0
23986	Tum hume yun bhula na paoge	1
37553	Soul Tony stark ka dil toh ye leke ghum rha hai 😂😂	2
4443	Gunde saale Ac hall baith k Mt bhonk YogendraYadav aukat h Gurgaon k kisi ek bnde ka c	0
37414	Bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe isse party ka support barne ke baj	1
26700	I actually arsed Liverpool winning good The Premier League joke still stands already	2
19318	happy birthday pretty girl 😻 thank u good agnes memories cards soon HAHAHAHAHA enjoy day ! ! ! ! …	2
19685	jan Sharam haya ki qimat lagwai hai liay kute ko ye seat miliy Har haqomat k talway chatny wala hai ye	0
16219	Sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap ka	1
14905	thank dear Shahrukh love encouragement 🤗🤗🤗❤️	2
13262	mere Bhai yah Shariyath tho pahele se hi india may sirf Muslims ke liyah hai aur rahegi inshallah	2
33719	BharatThisEid Bharat loveuSalman 💋 superb look handsome	2
30635	bohat Pakhtono ko Pashtunistaan ka nasha charha howa hai aj kal hosh mein jao wrna sach ki mar parhe gi bar	0
26753	Dhup Aarti Shri Sai Baba Mandir Shirdi 31 May 2019 Baba Bless happiness world Om Sai Ram	2
9677	Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain	2
20043	abroad property rakh kr chhupane wal respectfull hota Aqam ne Panama Harami waseem abbasi	0
27049	Respected rahul sir dont disappoint U r great leader Aap ki soch aap	2
19215	😂 watch BET ON ME perf The choreo kinda sexy fit Shihyun much	2
4647	Jay Bajrang Bali	2
41076	Good wala sahi h thora bt bad ka last ajib h 😂	1
4034	Haramzade hamare tukdo pe palta hai hamein aakh dikhata hai kutte tu pagal ho gaya	0
25360	Haaye Entry ho toh aisi HeroWaliEntry Best part today 's episode ShaheerSheikh YehRishteyHainPyaar	2
33442	SSidhu IND Inse na ho payega	0
24139	My 12 year old declared record watching Badshah TV50 times Claims biggest fan She	1
18846	Nahi mut sorry health department sare hospital band karo Sab ko pehle dhar ka gaumutra Sab bimari	0
29030	main priyanka prakash modi dada ki poti main unse kehna chahti hun ki baar mere dada ye v sapat le ki dahej	2
22594	It 's easy make easy ❤❤ Love u bhaji Hanji kida lagy movie ChandigarhAmritsarChandigarh jina ny nh	2
12417	Sir ye election commision ko gali nai de rhe Ye govt Employee ko gali de rhe Jo election krata hai	1
31335	Tu bahut pitega ak din chutiye sale teri himmat kaise hui voters ko idiots bolne ki abe ujde	0
39578	hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par	1
36320	🔝 ( Salman khan ) ( ✖╭╮✖ ) Best fight ( ✖╭╮✖ ) scene 〣 ( ºΔº ) 〣 movie See 🔝 Instagram photo ( ✖╭╮✖ ) 🔝	2
14490	mderchod bhartye sainik likhta h hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may	0
7639	shatram Arey ye meri Didi depressed Ho gyi 😨😨😨😨😨 Bechari Chlo 5 din rr band hoga Aur ye tweets kuki mjh	1
37806	Chalo goiz 1000 followers hogye hain ab mujhy unfollower mt krna warna Allah pochy ga tum logo ko muslmano 😂 Jisko FOllow ba	1
27128	Google best friend sick belie walie haiiiiiii	1
18904	Narendra Damodar Modi ji All best Vadnagar ke kamalka banshiwala Shubh ho apka e jatra	2
1681	talented I thank god creating perfect generous person 🥰 I pray continue b	1
28730	Sach keh raha hai deewana dil dil na kisi se lagana Jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme	1
1936	Odisha Thanks sir hamara umid ahi 🙏 jai Jagannath swami 🙏🙏	1
10559	Pubg ni khelta Tiktok use ni krta Suta ni lagata Girlz ko DM ni krta Will society accept	1
15663	namaskar sir ji Mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka	2
22673	Jo bjp ke saath nahi woh atankwadi h aour jo hindu RSS ke saath nahi woh deshdrohi hai aaj kal b	0
17068	Sabdo ke marham se ye gahra jakham dur nahi hoga bacho aur bachiyo ko bhavbhini sardhanjali aur pari	2
16439	I 'm sorry ca n't say Tailor ny eid ke kapre kharab kar diye hain 😂	1
24809	Soch h logo ki ghatiya jo gareebo ko mar rah	0
12827	Modi ji e Jiske Paas Zameen haiuse aap Kisan Samman Nidhi Yojna Diya 6000 salana Dene Ka	1
6161	Thank much Dato inshallah celebrate 6th star tonight 🙏🙏 ynwa	1
20134	nan london Join us tomorrow opening night new exhibition O Networks Eng Eng Knowledge Eng showcasing institute Library	1
18960	Tum chutiya hoo gandu cogress harne wali sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde	0
2018	Arey bhau iss bar budget kaam hain na 😂 Lonavla se direct goregaon filmcity mein set laga hain 😅	2
42965	manniya goyal ji Avdhesh duby ko Jail main dal diya Kripya Traino main jo tte nd police ne jo loot	0
21441	Saurus I get intended joke funny Not sense humour anyway crazy kids 😂	1
32574	Ah This cute 🥰 I love two 😆💕	1
617	Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank Aashirwad Jai Shree ram	1
20345	abhi voice kir I proud I 'm love modi ji finally make digital india	2
39591	'' baten khtam hi ni hoti `` `` baat hi ni hoti `` wali journey less hurting ask leave reason	1
7613	O hello kaun ho aap What identity side west Bengal Through country	0
38713	Pramod tum ko Acharya ki padvi kis ne di Gadhe ko acharya nahi Bol sakte Tumko ye ek kissa mal	0
35265	Bhai Ajay good last movies point taken great continuous	2
15010	sir meri Wife KO 1hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur	1
34399	Kutty harami namak haramii gooo back afgan	0
266	Mp govt kamalnath ki h Wese ek video viral h jisme aapke shantidut bhai ek dukandar	0
16713	Besharam kitna baar tappad kayega Tumara anti national hindu Muslim dukan bhand hogaya Bunt	0
28907	Fake video Andh bhakts forced circulate increase popularity rate	0
22798	Love smell air back home Dharan	2
26042	Hell yeah Does mean Pepsi Vanilla coming back I miss much	1
36095	digwijay ji ko aise hi chunaw harne ka tension ab dusra bhi tension de gya sant ne wo ye ki	1
23804	She 's So Happy 😭❤️❤️ HappyBirthdaySonakshiSinha	2
14239	airport Vimlesh ji Yeh Apna vada nahi nibha rahe Pehle Kaha ki If u purchase land stamp dut	0
21196	Ab hamari raksha bhagvan hi kar sakta hai q ki jahan ka system & sarkar hi aaropiyon ko bacha rah	1
34663	Congratulations Hon Prime Minister victory We want ur back n finally ur back prachand bhumat ✌✌	2
29280	Iska toh koi bhi video ya audio dekhna hi nahi hai bewakoof aadmi hai ye isne	0
31391	& Wtf pretty eyes EYES ARE FUCKING EYES This video actually annoying imagine ignorant shit	0
37666	12 din baad Iqbal k shaheeno ko Advance eid msg send krne ka Dhora par jna 😹	1
14014	Tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera Allah bohat mehrban hai Wo badle nahi l	2
40785	BC light kat di abhi toh shuru bhi nahi hua match UCLFinal delhi Upar se garmi ne alag maar rakhi hai	0
20844	Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail	1
24005	Stuffs Salman continue fuck chindiwaali filmfare So best luck mote bhains	0
39372	Ye sajish ho sakti hai bahut badi Ise halke na le sarkar aur Sena dono kyu bola usne Aisa isko gira	1
23837	No one better srk His charm personality swag ek yessa hero jiski villain role sbse jayda popular hoti	2
23830	Sir ye oonki aadat may shumaar hbycot se media deshwasion ko bhi pata chalegaki gandi naali k	0
42705	kyu ki ye MamataBanrjee us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k	0
39643	TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAAR HAI - TERI MAAN BHI TANGG TH	0
10743	Congratulations To Hounarble prime minister shri Narendar damoder dass modi ji Hum sabi bharat wasi yahi kaman	2
38950	If give free place I 'll operate official weatherman day behalf haha ( & …	1
12785	Kesy log ho ap yr log tumhe Pakistan ka mustakbil keh ke phir rhy aur usi Mulk ke bando ko galiya gy Shame yrr 🤚🏻	0
17244	Agar kisika ke naam se entertainment Karke koi apna pet bharta h usme burai Nahi h bohot sare com	1
29990	Rail Mantri ji tatkal WL ticket per charges 75/- kyu lagta hai ye sarkari loot band honi chayiye	0
25861	Wey ya vales madres neta ni siquiera lo intentes	0
33081	Gaze Movie bnaye gi Modi love Dolly class fifth ki kahaani	1
16812	Grad Walk Kids excited see Sam Yeto graduating seniors	1
15664	Is possible Sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha	1
30624	ordinance ko tear karna bhi dictatorship hi thi haar ko maniye aur mahnat karke agay bde nahi pata nahi phir kya hoga	2
37106	Work hard come back strongly Allha plan Inshallha rock best wishes	2
20437	P India shri narendra modi ji ko p banane par bahut bahut badhai ho k k patel Advocate faizabad mb 9838789347	2
18938	What nonsense pehle Shrenu ko	0
24194	Fake love worse real hate	1
16052	Starr In gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje	1
22350	Sir sirf apka hi news channel dekhta ho Because apka channel always sachi news dekhata hai	2
9187	Samay Samay ki baat hi rathee ab ModiIsNoDivider timemagazine ispr kch bolne ki himmat bc	1
23489	Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge	0
6838	Sparklers Ms Hoke Mrs Koistinen retiring What blessing us SME Thank done	2
32635	tintin - lindsay ( freaks n geeks ) - LOVE - would die - cool - literally minds busines	1
25888	Congress party bhi media balo ko dhamki dete Khud ka jab government tha	0
30450	mirza kyon matlab English zubaan mein Dua karte Hain unki Dua qabool nahi hoti Ho gayi hai Allah un	0
22605	30000 se jayada BJP fake WhatsApp websites advertiser 's heir karke rakhe hai Hut Modi tujse ye ummid na thi	0
3570	Satpute Awaaz ghai Can buy level	1
41232	Khan sb ko Modi ne liay nahee bulaya k agar Khan sb aajayenge tou INDIAN MEDIA modi kochour kar Kha	1
13198	HAPPY BIRTHDAY P'FLUKE I WISH YOU A GOOD HEALTH KHRAB MORE PROJECTS TO COME nan HAVE A LIFE FULL OF BOUNTY MORE	2
15967	Desh mai Karib 20 crore muzlims hai ko pure desh mai sirf 12 crore votes mile matlab wanha bhi vo	1
9323	For The Best moment Prithvi Singh Says - LAUNDA SERIOUS H Totally loved	2
10337	swear person fav walla nothing without life really grateful sist	2
9341	Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi	2
45057	EXTRA BIG Parang pagmamahal ko sakanya HAHAHA AYIEEEE Love Nay Z ZsaZsaPadillaDiva2DivaUSTour	2
27797	thoda sa AUKAAT dekh lena chahiye apna tujhse ka kuch ho nahi sakta BC Fuc * king	0
8642	Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa	1
9329	Ye Qanoon - e-Fitrat hai Social System jo Khuda n design kiya Mard ko hi agay chalna hai wo dun	2
15582	taseer Happy birthday Shaheed Baba Who spread message humanity Being great human	1
8206	dramebaaz Yeah want power Anyway msg dhongis perfect 👌🏻	1
3197	Hahahaha Allah aisey Maulana Sahab Se kaum ki hifazat farmayee Ye Mudde uthane nahi	2
19159	O kutte k bache tum ho hee hram khoon aur zana ki aulad Tum se Pakistan k topic pe kia debate	0
1132	sonu Bjp ne 15 tickets diye ek ko bhi vote ni diya tum logo ne vote doge cong	0
20234	Am Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai Pa	2
38348	Kabhi apne paiso se bhi Saifai Randi Nachwa dete Toh aisa nahi hota Humesha Sarkari maal udane se	0
25280	Because eid around corner I ca n't wait buy pyari pyari colourful choorian 🤭	1
24029	SWARAJ 1 Aap apni bhasa pe sayam rakh	1
591	ab ye btaega isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao	1
16289	commander8 Ladkiyan cigarette 🚬 peeti hui kitni attractive lagti h	1
35703	Chahye In ka hisab Allah pak khud kry ga inshaAllah Pehle I thought k Shia peop	1
25889	Va spirit anjali Vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe	2
18276	Aaj ke time study boht mehengi hoti ja rahi h agar study mehengi ho jayengi hum jese logh padh nahi payenge	0
19112	Isme kaha pata lag raha ki ye modi / rss k log matlab koi hindu kisi musalman ko maare bjp rss	1
27339	HAHAHAHA funny ‘ cause true	1
13890	Great see guys back 👍	2
2372	I need Major time Hehe	1
17808	Rehne dijiye Rubika ji bechara bada educated aur knowledgeable lagta h regarding social media 😂😂😂😂	1
20315	Tumhari samajh se bahar ki chhez hai apne ghutno par jyada jor mat dalo go kitchen	0
9555	lol modi ke interviews haha dhokebaaz hai modi	0
19384	BJP ki 300 + seat ane pr agle 7 din GST registration free * Jay MAA bharati	2
41535	E vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo murder politics sb jayaj hai	0
14182	Ahhh nice May Allah grant Salah Mane everything next life ameen As life ya Allah strip th	2
29827	Ye jahalat nahi aur kiya hy masoom bachon ko bhi Adis horahi hy HIV vaba ki shakl akhtiar kar chu	1
7703	bakwaaas much love friendship people forget	1
20063	Blockbuster series ki waat lagaye ga Iss ko Bahubali 3 bhi lelo usko bhi flop karwa dega	1
44779	Sir ye log randi aur bharuaa se kam nahi hai Ye sale harami log deshdrohi hai Mai galat word esiliye nikalta hui	0
28270	Teri G ku jalri h Tujhe mtlb Katrina maha fuddu actress hai aur ye admit krle	0
19200	two surat 100 % employment hai two even mail resume mil jayegi aapko naukri	1
2877	But chootiyas like keeps increasing Bakchodi band kar	2
8940	two Sindhi se tum saans lene ki hawa nahi chura sakoge fans duur ki baat hai	2
3438	sir Aap ki Kadi mehanat say Ye Mukaam Pradesh Desh ko mila hai pranaam hai aapko Rajeev Mishra Maharaj BJP Uttar Pradesh	2
14498	Pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi Shi kha tha sarfaraj	0
577	u things ppl u adore u want 's transaction 's give & take u 's u r su	1
26081	Tu khelna chodd dega Hum dekhna chodd denge We love uh infinity MSDyn365 Dhoni Thala	2
13240	Bea Iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p	0
39403	Ofcourse Not haram khor unlike ur leaders Certified chor	0
14078	uncle aap ko chutiya bnaya gya h ye video doctored h apke modi prem ko dekhte hue aapko bheja gy	0
15839	WelfareByDSSVolunteers Walking path humanity shown Saint Dr Gurmeet Ram Rahim Singh Ji Insan Dera	1
30024	HUYYYYYY Yung crush ko sabi niya sakin “ I waiting ” pota felt harrrd	1
19928	IA India Aapki shahdat ko shat shat Naman vande matram Bharat Mata ki ja	2
40753	Chawal log 😠 Intahai chawal log 😡 Phir aaty hain wo log Jo 1992 WC ki baqwaas kar rahe hain 😪 .. Ye logon se	1
22514	Keseringan turun di El Pozo jadinya bar-bar	1
14628	Kehne matra se bench ko sthagit kar Diya gaya aur fir ek mediator ko introduce kar Diya ki ab sarvsah	1
34236	Ye asal mein naye khiyalat Hain Islam ne tou taleem musalman per farz ki hai taleem nahi hou	1
25608	Hat 's Paaji Bina kisi dar ke aap hamesha Sach ko saamne laate ho aur yahi ka DNA	1
12145	> Me playing Yoosung 's route HE 'S SUCH A CINNAMON ROLL 💚 MY HEAAARTTTTTTT 💚💚💚💚 Baby boy 💚 MUST PROTECCCCCCC	2
4579	BHARAT My favorite human Bajrangi sultan salman khan film bharat 5th June dekhna na bhule	2
15493	Modiji ko Dhanyawaad aur Suresh Prabhuji se prarthana Well please ignore Thanks Sushma Ma'am	1
9239	One kind word change someone 's Entire Day .. ! ! I waiting Love n Smiles long A	2
37566	agarwal He elections Jaise BJP election jeeta ye prakat ho gaya aaltu-faaltu	0
37829	Fahad Mustafa ne pure Pakistan ko Truck ki bati k piche lagadia hain aur phr ye awaam bhi Subhanallah milna kch	0
40240	- sanskari - bohot sanskari - phir ate h jo fuck ko f * ck likhte hsoo sanskari	2
32512	Merut Jashn Mnane Pe Jise Mara gya Mullo Ne Wo Hindu tha Delhi BeTi Ko Bchane	1
39695	Ayushmann bhai salute u ghajab h brave attempt	2
30098	makinde ageBeeka good Was good I mean level asha	2
33854	Mcx Sharma Ye ladkiyan khud kuch efforts nhi krti Aur fir kehti hai single Ab mai voh launda toh hu nhi Jo itni	1
23264	I found awesome recording Main Teri Mohabbat Mein Pagal Ho Jaunga Smule	1
26976	Bewakoof orat ho tum kuch nahi agar orat ho tu wesey tu fake hey account yeah	0
13051	yuvaou ke chahete Mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai dher sari shubh kamnai	2
41167	Kya hua upenderji kaanha Khun Ka Nadi bah rahe Hain lovi Ka yahi hal Hota Hai BJP aapko 5sal minis	0
43079	Media sahi se kaam krti na sir govt bhi January mein hi ye report de deta lekin media ko hindu muslim	1
33114	Hahahahahahahahahahhahahahaha Look talking Jo jhoot moot k bimaar ban k bahar baithay hain	0
41743	best animated AND best superhero film ever made FAVORITE AWAY CUZ YOU AINT WRONG 🙏	2
18895	Kya iss jit se Hindustan ke future par koi asar padne wala nahi mujhe nahi lagta Kyu ki jab koi admi national	1
27995	All I looking forward insha allah 😍😍	1
11045	Tu taran Adarsh se comparison mt kr apna	1
28679	Karwahi nahi ho rahi hai bar bar jan se marne ki dhamki di ja rahi hai Up sarkar manwar yogi Adith nath Up CM	0
29288	Sir KO MHASACHIV BNAIYE MODI KI BOLTI BAND KR DENGE	0
18768	Intense dear Jodi This one times I love know next scene Like great sto	1
30144	Pradhan panauti ji South Africa ko aapne lapet diya Ugla number kiska hai	1
25742	Viswas - rohit kah raha teri khopdi etne chhed kerenge ki teri khopdi khopdi nahi	0
40864	hindu Aukat dikha di logo ne anti-nationalist ko shoot kr ke aazadi deni cahiye	0
37091	PPP Khuda ka naam lo Nabi ka naam lay kar cheez ko twists karlo Saudia Emirates	1
20445		1
20748	kab se celebrity ban gaya Flop actor hai wo koi pehchanta bhi nahi	0
22752	Sir mai aapako aapana hero aadarsh manata hu mai aapase purna rup se dudaker desh ke hit aap	2
2848	Isko chupake rakho BJP ticket na dede isko	1
26035	paresh siddiqui Apne baap Yakub Menon ka Nam sunkar chup ho gya bsdk ka piddi	0
37848	jaishankar Bhai tu jyaada akadna mat Tera baap minister bana hain tu nahi Get Thanks	1
24285	agg Here 's Jhadu ki Jappi Hope makes feel better	2
15624	Isko gay bolke tune LGBTQ walo ki insult ki hai	0
8259	girls like echt ZO N leuk nummer en dan komt opeens die schijt van cardi b sorry maar hoezo kon niemand	1
8193	You great job ignore Ramjaan k samay pura din bhukhe rakh kr aap	2
30128	Lekin Ganga Maa jab bulati hai Modi ji jaate hai You anti national	1
21889	Me Wajjo Khann Aw sweet zaror zaror InShaAllah 😍😍	2
1366	It nice seeing glow-up people May-hem 😍 Congrats guys 👌🏻 wohooo Bbye Tired Year	2
24996	मेरे # चम्पारण का # शेर 👉🌹🌹 RadhaMohanSingh Congratulations Bhut Bhut Badhai Aur Subhkamnaye	2
12576	Chai bechna bhi Koi Sharm ki baat nahi Par tere Jaise Kaamchor Nithalley vellley Ko bus Pappu ke 7200…	0
13134	Lekin tumhe matlb ki baat isliye pta nhi chlti kyoki	0
44556	Abe nhi tum sab chor ho jab saale tum jeete aache kaam ki wajah se jeete jab harne ki baari aayi	0
18878	BC Bakchodi ki bhi seema hoti hai ek kuchh bhi kar ke ‘ behan jaisa maan ke thappad maara Ye saare BJP wale	0
27542	Bro delete kar ye chutiyappa Inhi cancerous cheezo ke kaaran maine nahi banaya account	0
40622	teri ka loda haram kr lode fte condom ki pedaish sale kutte ke beej	0
21817	PakPassion But Bhai unke samne starc Cummins Coulter Nile Best pace bowli	2
13499	yadav88	1
41772	Aap log opposition main ho kisliye Tweet karne se Dal sashti ho jayegi Itni haar ho chuki hai frvi samajh main	0
