,text,category,label
71,Oh my god it s rajini for you,Mixed_feelings ,1
72,0 52 thala looka apdiyae vechurkaru pa Without audio la paata thalaikum ivrukkum vityasam teriyathu,Positive ,2
73,Dai yaaru da antha 36k apadi enna da enga thala mela ungaluku Gaandu,Positive ,2
74,Love u thalaivaaaaaaa avangala aarani Anastasia s Alabama and Anastasia s,Mixed_feelings ,1
75,Iam sk fan aanaa trailer semma,Positive ,2
76,Wow padam tharu mara iruka poguthu This pongal petta diwali,Positive ,2
77,Sema mass marana mass tha i love rajini,Positive ,2
78,800k likes varavareku nanu thungamatte nenaikiravage like podunge,Positive ,2
79,Damn im a proud Chiyaan vikram fan,Positive ,2
80,Enna panna porom sweet sapda porom,Positive ,2
81,entha kannada naiyai ennum tamilnattil erunthu anupalaiya,Negative ,0
82,Vaa thalaiva via diwali mass ur movie bikil out,Positive ,2
83,Veralevel performer Dhanush sir,Positive ,2
84,No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala,Positive ,2
85,Super akshay sir i love u sir,Positive ,2
86,Looks like he will SET SCREEN ON FIRE,Positive ,2
87,It s pink with ajith Kumar ka chutiyapa,Positive ,2
88,Rmba sandhosama irukku Thala ipdi suspense movie la nadichadhu and rlz kaga waiting,Positive ,2
89,Villaina mass aa kattallayea So sad Villain mass aa iruntha thaa movie mass aa irukkum,Positive ,2
90,Trailer vera level athana Da aamai kunjugala,Positive ,2
91,Yenda padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga,Mixed_feelings ,1
92,Nambakita kadu iruntha vangikuvanunga kasu iruntha puduingikuvanunga padipa Mattum pudungavey mudiyathu chidambaram,Positive ,2
93,1 20 to 2 29 marana massssss,Positive ,2
94,No 1 trending yellarum idha thana ketutu irundhinga,Positive ,2
95,Dhanush fans hit like here,Positive ,2
96,E adicha copy da ithu ellam avan seyal movie,Negative ,0
97,Like so much Thala from AP PawanKalyan Anna fans,Positive ,2
98,Yellaam super but nawazudin voice mattum nalla illa,Mixed_feelings ,1
99,Wow I love you Thalaivaaaaaa,Positive ,2
100,Thala Kola waiting eppo yaa release panna poringa,Positive ,2
101,Vaalum theivam ajith Kumar Manitha kadavul ajith Kumar Sokka thangam ajith Kumar En uyirai kaakum ajith Kumar Ulaga uthaman ajith Kumar,Positive ,2
102,Ethukku ethellam Vvs rajini murugan mari comedy movie pathuttu Entha movie pakka mudiuma,Mixed_feelings ,1
103,Comment box pakka vantha like podunga,Positive ,2
104,Thalaivar varuvaru sure aa adippaaru,Mixed_feelings ,1
105,Who else are here after Sarkar movie,Mixed_feelings ,1
106,Dialogues ah illama mass scenes la pesirukalaam,Positive ,2
107,Pongal namalukku super collection ma,Positive ,2
108,Ennada pittalatama irruku views 51k but likes 99k va,Mixed_feelings ,1
109,Thalaivaaaa ippa Enna panna porom Sweet sapda porom,Positive ,2
110,Yuvan bgm kola mass thalaiva marana waiting for valimai,Positive ,2
111,Thalaivar ku ennum vaisae agala Sema,Positive ,2
112,Kaithi blockbuster movie Bigil Abhi tak hit bhi nhi huvi,Positive ,2
113,Ippa enna panna poram sweet sapada porom super awesome,Positive ,2
114,Thala U1 Yuvan Shankar Raja Mass,Positive ,2
115,Shakthiman fans kill the like button,Positive ,2
116,1 53 Ant Man ah pottu Hope pottu polakra adhe smack,Mixed_feelings ,1
117,Screen Presence la ungala adichukka vera evanum illa Thala,Mixed_feelings ,1
118,Vera level movie vasool NKP,Positive ,2
119,Vera level acting thalaivar Mass s pakka mass sry petta masssss SSS,Mixed_feelings ,1
120,Sahoo 12 million nkp innu 9 million tha rolling on the floor laughing rolling on the floor laughing,Positive ,2
121,Senseless movie just video game,Mixed_feelings ,1
122,Thala fans saarbaaga motion poster vendum adhe,Positive ,2
123,Rajinikanth sir is my favorite Hero says ARR,Negative ,0
124,Kadaram Kondan vs Saaho I m waiting,Negative ,0
125,0 35 0 55 sec wowwwww,Positive ,2
126,Last dialogue suit for all fans,Positive ,2
127,Thala fans hit like me,Positive ,2
128,Edho sadhi nadakudhu pa inum trending la varala,Negative ,0
129,Kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga,Positive ,2
130,Shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga,Mixed_feelings ,1
131,Dai bahubali 1 2 Kelambu kelambu,Mixed_feelings ,1
132,PINK Bollywood But Like Ajit kumar,Positive ,2
133,Comedy ya erukku ithukku billa pandi ok,Negative ,0
134,Vs anna semma hugging face hugging face epavum pola neega vera level,Positive ,2
135,Kk chiyan vikram in kadaram kondan best wishes,Positive ,2
136,1 34 Enna paarva da idhu goosebumps guaranteed,Positive ,2
137,Marana marana marana Sirapana tharamaana padam hugging face hugging face,Positive ,2
138,Thala look sema mass nu soldravanga mattum oru like podunga,Positive ,2
139,Vanthathu vanthuteenga thala fans ellarum like potutu ponga,Positive ,2
140,enada pandey news ah vittutu cinema la nadikuran,Positive ,2
141,Ena da bgm ithu yuvannnnnnnnnn rocksssssss,Positive ,2
142,1st like Vijay Fanss Hit Likes,Positive ,2
143,Ex police cop become a prisoner,Mixed_feelings ,1
144,Trailer late ah parthu miss pannavanga Ippo happy ah,Positive ,2
145,Nazawuddin Siddiqui in pettai tharamana mudivu,Positive ,2
146,Oru pakkam bigil Bigil anil kunjugalin alaparaikal,Negative ,0
147,Super yaru nu keta chinna kulandhai um solum Maestro of Style,Positive ,2
148,Dhanush Indha padathula ethana pera vetunarunu yarachum therinja solunga,Positive ,2
149,Vijay sethupathi fans hit like here,Positive ,2
150,Aiyo enaku ipave thalaya padathula pakanumnu eruku,Positive ,2
151,THALAAAA U1 again ROCK,Positive ,2
152,Petta telugu la illea missing in tollywood,Positive ,2
153,Telugu Thala fan s hit likes,Positive ,2
154,Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p pasangala No bots no Visay,Negative ,0
155,akshay kumar as shiva kumar,Positive ,2
156,Siripu vantha oru like podunga,Mixed_feelings ,1
157,Teaser la iruntha yedho onnu trailer la missing Aana ithuvum nalla than irukku,Negative ,0
158,rolling on the floor laughing rolling on the floor laughing Maran waiting la panavendam poi saavunga Ajith fans,Positive ,2
159,Dhanush fans sarbaga padam vetri adiya valthukal,Positive ,2
160,Sweet sappuda porom Sweet saputtu apdiye ethavthu karama Viswasam sappuduvom,Positive ,2
161,Pazhaya Rajinikanth ah paatha feeling pa,Positive ,2
162,Maranam mass uh maranam Petta Athukku avar thaa poranthu varanum Thalaivar,Mixed_feelings ,1
163,neraya neraya neraya neraya neraya what a performance voice Vera level,Positive ,2
164,Ithan diwali fight semme kartik story value va hero value r nu,Positive ,2
165,Dhanush fans oru like potutu ponga,Positive ,2
166,Pink But like for Ajith,Positive ,2
167,Beginning of satyayuga end of kaliyuga,Positive ,2
168,Dhanush sir ku Ella get up um set aagudhu,Positive ,2
169,Inimal Sun Networkla Petta promo poda start panniduvaanga,Positive ,2
170,neraya neraya neraya neraya neraya what a powerful voice,Positive ,2
171,thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu thala takkarudoi,Positive ,2
172,Krish movie mask mathiri erukku pa,Positive ,2
173,Chiyaan vikram sir vera 11,Positive ,2
174,Ethe maari ennamo Padam pathaa maatiye eruke thinking face thinking face,Positive ,2
175,thala thanta thalaiya minja evanta,Positive ,2
176,2 0 late a vanthalu latest a vanthurukku,Positive ,2
177,Thatha ku jodiya paatis Padam nalla irrukum pola,Mixed_feelings ,1
178,1999 padappa vali now 2019 petta viswasam,Mixed_feelings ,1
179,Bigil satham ketta ella kaithiyum amaithithan,Negative ,0
180,Confirm 1M likes varumnu soldravange like podunge machanzz,Positive ,2
181,Happy new year Thalaivar padam mass kata pothu,Positive ,2
182,Thala Vera Level Maas U1 Bgm Ultimate,Positive ,2
183,Yenda thala enga thala ya vada dislike panni irukkenga,Mixed_feelings ,1
184,Dai youtube trending la podu da,Negative ,0
185,sam c s vera level ya un bgm,Positive ,2
186,Thala vera level n yuvan bgm semmeee,Positive ,2
187,Thala endru sollada thalai nimirndhu nillada vanthudaruda en Thala ippa vangada kena,Positive ,2
188,Are u a virgin girls Kani kazhiyama irukingala,Mixed_feelings ,1
189,Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa,Positive ,2
190,All the best Karthi and Lokesh kanakaraaj,Negative ,0
191,Romba naaluku Aparam thalaivar Sema massa pakurom Get rajinified,Positive ,2
192,Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la vilundarom,Mixed_feelings ,1
193,Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala,Positive ,2
194,Mavena edhavadhu haters irundha odi poiru kola kandula irukkaen padam paakama vidamataen,Negative ,0
195,Elam girls um trailer ah patha maari movie ya kandipaa parungaa,Positive ,2
196,3ena da 300 spartan s BGm la varuthu,Mixed_feelings ,1
197,I am Kamal Sir Fanzz but i like 2 0 trailer waiting fr 2 0 Movie,Mixed_feelings ,1
198,Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam,Mixed_feelings ,1
199,Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom,Positive ,2
200,Intha padatha pathe aakanum Thalaivaa aaaaaa,Positive ,2
201,Kris s movie pola irukkunu yaarukkavadu feel aahircha,Positive ,2
202,Viswasam trailer 7k like 1 4 m like thala fans like tha trailer,Negative ,0
203,Ada dei nama sambatha da dei,Positive ,2
204,Nvp voda recorda break pannanum solravanga like pannunga,Mixed_feelings ,1
205,Movie pathutan semma mass a irukku music la vera leval,Positive ,2
206,Marana mass thala I am waiting lion face lion face,Positive ,2
207,Intha Padathula Gethu Mass Kaatra Thalaya nadikala Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru StopWomenAbuse,Positive ,2
208,Vayase aagala pa ena effort chanceless call me hand call me hand,Positive ,2
209,Thala yada dialogue delivery sema mass Vera level goosebumps overloaded,Positive ,2
210,Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu,Positive ,2
211,Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon,Positive ,2
212,Vayasanalum unga style azhagum innum marala Thalaiva roxkzzzzzz,Positive ,2
213,Matha actor la Vera level na Niii top level Thalaivaaa,Positive ,2
214,Enna panna porom sweet sapda porom petta paraak,Positive ,2
215,Dislike Pota Ealarum Lusu zipper mouth face zipper mouth face,Negative ,0
216,Vena padama release pannathinga pakka mudiyala,Positive ,2
217,Thala bloods ellaarum oru like podunga,Positive ,2
218,Real Rajnikant or dupe Amazingly young,Mixed_feelings ,1
219,DEEPAVALI KU vera level Padam irukku Pakka KAITHI DEEPAVALI,Positive ,2
220,aiyo thala marana mass thala love you so much thala,Positive ,2
221,Thla da U1 bgm,Positive ,2
222,Intha padampothu thalaya asaikka kooda mudiyathu,Positive ,2
223,NKP 30 million views varum solravaga thala fans hit like button 2million like,Positive ,2
224,Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,Mixed_feelings ,1
225,Super super super super star rajini sri good,Positive ,2
226,Mind blowing Ipo paarunga therikka vitudalam,Negative ,0
227,Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la padatha paathuthaan paadhi samudhayam kedudhu all the best for the team,Mixed_feelings ,1
228,Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala,Positive ,2
229,king of kollywood one only Thala Thala Thala Thala Thala Thala Thala,Positive ,2
230,Marana masss thalaiva Hollywood deractor la vaya polaka poranugga,Mixed_feelings ,1
231,Thala mass But court room perusa irundhurkalam,Positive ,2
232,Idhu padam da ommla enna padam da i saw 2 shows back to back vera level,Negative ,0
233,Pakkaaa message pola Thalaivaaa we are waiting,Positive ,2
234,Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry,Positive ,2
235,Nammaku tevaiyanada namma taan adichi vaanganum Padipa mattum nammakitta irundu edutuka mudiyathu,Positive ,2
236,Ennayya namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth,Positive ,2
237,Last dailog ப ுரிஞ்சா inga like podunga,Positive ,2
238,Super star is super star v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v nice trailer I really love it,Negative ,0
239,1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam,Negative ,0
240,Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku thalavara dummy ah aakitanaga ama vai illa ya,Negative ,0
241,Vera Level SK Bro Keep Going Huge,Positive ,2
242,Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa,Positive ,2
243,last dialague semma rasikanuku advice pannitaru thala super thala,Positive ,2
244,Super pa Thalapadhy rasigar saarba vaalthukal,Positive ,2
245,Thala Ena Thala ketta mass ah irukiyae,Positive ,2
246,Thambi naanga 19 hourslaya 11M neenga yaaru da komali,Mixed_feelings ,1
247,Appo Kabalieee Na Nerupuda Eppo robot na chitti 2 O version,Positive ,2
248,Waiting 1m likes and 15m views,Positive ,2
249,Vayasu analum unga style um alagum innum ungala vitu pogala old time rajni ah pakaramariye iruku,Positive ,2
250,Ada aamaigala 1m like kooda varlaya aamai Ajith,Mixed_feelings ,1
251,Realy trailer marana massa iruku iam waiting petta,Negative ,0
252,You re line line line ithu mari Neriya Neriya Neriya Neriya padatthula irukum pola iam waiting,Positive ,2
253,Simion sir enga irrukinga Sekiram vanga,Positive ,2
254,Wow 10 millóns views,Positive ,2
255,Back to Back Super blockbuster Movies First 2 0 then Petta Rajnikanth is just Amaaaaaaazing,Positive ,2
256,எத ்தன HATTERS dislike pannunalum asuran movie kku award confirm by PURE DHANUSH ANNA FAN,Positive ,2
257,Dislike pannravan ratham kakkai saavan rolling on the floor laughing rolling on the floor laughing,Positive ,2
258,தல i am waiting for nerkoonda paarvai,Positive ,2
259,Vijay vera vera vera vetakaran taan da venumm Ajith nerya nerya nerya nerya nerya,Positive ,2
260,Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga,Negative ,0
261,Dislike panavan oruthanuku poruthuruka maatan poogada,Positive ,2
262,Dei kadisiya style dance ah parunga da Ayyo sema Thalaiva cuteness charisma fight sequel banged comeback,Positive ,2
263,Shaktiman madri next comedy punda aga poren sakadai kelavan,Negative ,0
264,Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale ‍‍‍‍‍‍‍,Positive ,2
265,Vada Chennai jaygiromo illayo motha sanda seiyanum Asuran namaku theva yanatha nambha tha adichi vanganum,Positive ,2
266,Entha trailer best nu Pakalam Like Asuran Cmnt Kaapan,Positive ,2
267,Comments parka vandha padika vandha nanba nanbigal like pannitu pooga,Positive ,2
268,Thala thaan eppavume ennudaya role maadal,Positive ,2
269,38 it s SuperStar Rajini not Rajni Spelling mistake,Positive ,2
270,Remake of pink movie ah Apdiye eduthurukeenga Oru dialogue kooda maarama But fight scene extra va,Positive ,2
271,Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda,Negative ,0
272,Eduthu vainga Da adutha Oscar ah ASURAN Ku,Positive ,2
273,I miss you ishwarya rai madam,Mixed_feelings ,1
274,Mass Dhanush manju vetri,Positive ,2
275,Thalaivaaaaaaa Ungaluku vayase aaakathu Nee mattum thaa Thlaiva mass Massuke Boss,Positive ,2
276,THALA 6O ku aavathu atleast pre announcement pannunga,Positive ,2
277,Aptilam nadakkathu nadakka kudathu fire on eyes thala,Positive ,2
278,Amam eppa puthu trailer poduvingo 1960 mgr kala thu padama Re release panna poran gala,Negative ,0
279,Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa sema thala love from thalapathy fanzzzzz,Positive ,2
280,Kaithi ye evlo mass ah iruku na Thalapathy 64,Positive ,2
281,adra sakka thalaivaa marana mass adi thool Petta Pongal Petta Parrakk,Mixed_feelings ,1
282,Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum,Positive ,2
283,1 55 for some THALA THALAPATHY fans,Positive ,2
284,Please make thalapathy 64 like kaithi visuals,Positive ,2
285,Nothing to say just goosebumps thalarasigai,Positive ,2
286,Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga,Positive ,2
287,1 38 to 1 50 yenna swag pa thala Thala pola varuma FDFS from Karnataka,Positive ,2
288,Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga,Positive ,2
289,Saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu Tharam,Positive ,2
290,Sethu anna Voice Thalaivar Entry Kolla Gaandu la irukan Epo varum oh nu,Positive ,2
291,Marana mass thalaiva Ungalukku innu vayasu agale,Positive ,2
292,Intha padam kantippa win pannum but rajinikaga illa Shankar kaga avaroda talent kaga,Positive ,2
293,Oru oru scenum goosebumps ahh iruku petta parak the horns sign of the horns the horns sign of the horns like podunga trailer pathu goosebumps anuvanga,Positive ,2
294,NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting,Positive ,2
295,petta movie atta flop old man sotta boy,Negative ,0
296,Ena Da bomma Padam eduthu vachirukeenga,Mixed_feelings ,1
297,Semma vera level Like hits,Positive ,2
298,pink movie in hindi final dialouge superrrr,Positive ,2
299,chinna pulla thanamaala irukku graphics XD XD,Positive ,2
300,Rajini sir telugu fans hit a like here Rajinified,Positive ,2
301,O my God superstar Rajinikanth navajuddin siddiki vijay setupati what else needed,Positive ,2
302,Marvel paruppu thanni DC uppu tamil masala kick kadugu krissh vengayam thakkali hero sambar,Positive ,2
303,Bayama irukku I except more but I feel sad,Positive ,2
304,TAMIL MOVIE 2 O KING IN INDIA WONDER SUPER STAR AN SANKAR S MASS MOVIE,Positive ,2
305,1st day 1st show poravanga like potuttu ponga,Positive ,2
306,Sprb shradha srinath done a good job,Positive ,2
307,Ennoda phone ah yaaralum control panna mudiyadhu Akshay Kumar ah tension aayiduvan idhu hang aguradha paathu,Mixed_feelings ,1
308,Rajini kanth Fans hit like here,Positive ,2
309,Kola gaadula iruka Thalaivaaaaaaaa waiting layea veri aaguthey,Negative ,0
310,Get Ready sk Force Part 2 Part 3 Varavaipomaaaaaa,Negative ,0
311,Omg use head phones Enna bgm da saami,Positive ,2
312,Petta uthikum visvasam hit agum,Mixed_feelings ,1
313,ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum,Positive ,2
314,Those VFX Nalla illa daaaw guys Idhu trailer dhaan maa Main picture is coming 2 0,Mixed_feelings ,1
315,vera level thala u r rock,Positive ,2
316,Lokesh kanagaraj movie naalae English Rap Song vandurum,Negative ,0
317,What a trailer ya vera level la iruku yow karthi subburaj pinnida ya awesome awesome,Positive ,2
318,Thalada all India Thala kottai,Positive ,2
319,Indha Kalatholo Siva Karthikeyan Nadike Mudiyadhu,Mixed_feelings ,1
320,Evano indha video ku dislike button amuka vandhurundha odiru rolling on the floor laughing rolling on the floor laughing kolaa kaandu la irukan kollama vida matan,Negative ,0
321,Mujhe kuch samajh sirf VFX tu achh hai hai Lekin utna dam nahi jitna zero ka trailer me hai,Mixed_feelings ,1
322,Title card bgm vara level nu soluravuga like pl,Positive ,2
323,Rijini sir nadichirukaru Rompa nalaiku piragu sema treatuuuuu,Positive ,2
324,Thala nkp kaga wait panravan like panunga,Mixed_feelings ,1
325,Climax la judge kathiyeh heart attack shethuduvaaraah,Positive ,2
326,Mokka palaya film sayal niraya irukku,Negative ,0
327,Mokka ah irukkum nu confirn pannittenga,Positive ,2
328,12hours 5m view s 600k like s NKP,Positive ,2
329,Thala U1 Bgm,Positive ,2
330,Surya thambi karthi poii karthi oda anna tha surya airuchuu,Positive ,2
331,Now you are lying lying lying Thala mass,Positive ,2
332,Namaku thevayanathu nammatha adichi vaanganum masssssssss,Positive ,2
333,Deepawali kala katta pothu bigil kaithi sanga thamizhan,Positive ,2
334,Common thala fans 1m likes varanum,Positive ,2
335,Yeppo million like aagum nu pakka wait pannittu irruka,Positive ,2
336,That Bike is a Modified Duke 200,Positive ,2
337,Last dialogue semma smiling face with 3 hearts smiling face with 3 hearts Thala Tucker doi,Positive ,2
338,Abhay deol,Mixed_feelings ,1
339,thala veriyans Maddum oru like poddu vidunga bro,Positive ,2
340,Starting Looks like king liar Malayalam movie,Mixed_feelings ,1
341,Enna Da views ivlo kammiya iruku romba nerama,Positive ,2
342,Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha,Mixed_feelings ,1
343,Ethir paartha alavu ila sadness,Positive ,2
344,Sema Thala merattal Movie eppo paaka poromnu romba aarvama irukku Thala,Positive ,2
345,Ena ipa Trending la varuthu thalaivar eh,Positive ,2
346,Karthi annaaaa vera level acting,Negative ,0
347,National award ah askar ah Dhanush fanz like,Positive ,2
348,Padam peru Sangathamizhan Producer yaru na BharathiREDDY What an irony,Negative ,0
349,Anirudh bgmmmmmm Bang bang bang Petttaaaa paaaraaaaaak,Positive ,2
350,Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven Thalaivar forever,Positive ,2
351,Trailer la Vidya Balan missing Why,Positive ,2
352,Sangar Sangar ra etha movie direct pannala,Mixed_feelings ,1
353,I think sivakarthickku hero getup set aagala trailer is good but movie average pogumnu ninaikiravanga like Pannuga,Positive ,2
354,Ajith sir star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes T H A L A,Positive ,2
355,Arjun sir looking very smart and handsome,Positive ,2
356,Attention THALA fans INDHA padam BLOCK BUSTER AAguradhukkuu neega dhaan THEATer Ku poooi THALAi Ku PERIYA flex katout VAIKANUMMM,Positive ,2
357,20 times ku mela pathavanga like podunga,Negative ,0
358,I am big for illaya super star DHANUSH,Positive ,2
359,i phone vs android nu ninaikiren,Positive ,2
360,Trailer la nallathan da irukku padam mokkaiya illama iruntha sari,Positive ,2
361,Innoru Vakkil Rangaraj pandey dhana avaru,Positive ,2
362,Thala seekirom theatre ku Va Thala ennala wait panna mudiyala,Positive ,2
363,Marana mass Ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa,Positive ,2
