text,category,label,proportionEnglish
LALETTAAA MUTHEE POLICHU,Positive ,2,0.0
Edhu kondu prethiraj neruthiyal Kollam,Positive ,2,0.0
Mammotiyude look divasam kudunthorum kodi varikayannallo,Positive ,2,0.16666666666666666
Natural venam polum side lottu maarinikke anganullavar korach mass okke nallaatha,Negative ,0,0.2727272727272727
malayala sinimakkoru puthiya charithram pirakkatte,Positive ,2,0.0
Koora padam,Negative ,0,0.0
Ennalum ente Idivettu suguna ninne ithilu kandillalo,Negative ,0,0.0
Oru mikacha thriling movie aavum,Positive ,2,0.2
Undakku shesham mammookayude adutha natural movie,Positive ,2,0.3333333333333333
Jayasurya chyuna a ella characters um pwoliya Shaji pappen,Positive ,2,0.2222222222222222
Mammukka ningal bharikkanam Malayalam Cinema iniyulla kalavum,Positive ,2,0.14285714285714285
Ende ammo aa mundu madakki vechulla aa chavitt laletta,Positive ,2,0.3333333333333333
Trailer I ll tannaayy full story uondu,Positive ,2,0.5714285714285714
Oru BIGB feel aiivaaaaa Pwolichuu,Positive ,2,0.2
Pinneyum pinneyum kaaaanunnavar like adi Lalatten ishtam,Positive ,2,0.14285714285714285
Positive kittiyal pinne parayandallo Ettan fan aaya njan thanme kannu thalli poi bookings kandu,Positive ,2,0.2857142857142857
Annum ennum ennum ikka mass star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes smiling face with 3 hearts smiling face with 3 hearts,Positive ,2,0.7575757575757576
vere level trailer and bgm gopi sunder musical,Positive ,2,0.625
Padam irangiyittu parayam mass ano class ano ennu Odiyan anubhavam kondu paranjatha,Mixed_feelings ,1,0.16666666666666666
E masathew 28 enna date nalathekakan pattuvoooo pattillah allew wait chaiyanmm,Positive ,2,0.2727272727272727
Jelli kettinte trailer bgm pole ind,Positive ,2,0.3333333333333333
E traileril ntha chekutan undo,Positive ,2,0.4
kalakki Kalakki Onnum parayan illa,Positive ,2,0.0
Oru saada nalla naatin purathe kada athre ullu aenike ishtta pettu,Positive ,2,0.0
Vere level of making nd lalettan was awesome,Positive ,2,0.625
Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive ,2,0.3
peter hein nte stunt ella cinema il um ore pattern aanallo,Mixed_feelings ,1,0.5454545454545454
Ohoo mamooka powlikum ee jati tralier making kiduwee,Positive ,2,0.25
Onnum parayanilla Vere leval movie ayirikkum,Positive ,2,0.16666666666666666
Raju ettaaaa ningal Vera level,Positive ,2,0.4
Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI േ,Positive ,2,0.25
Late aayi vannalum latest aayi varuvenne,Positive ,2,0.3333333333333333
Lokal poyi Madhura raja teaser kanada,Negative ,0,0.3333333333333333
Oru marana mass chitramaavatte laleeta lucifer,Positive ,2,0.16666666666666666
Kuru potti olikknna 1k poojappura fans rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.625
adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema,Positive ,2,0.125
Mohanlal prithvi fans like adik lucifer bamber hit akum,Positive ,2,0.2222222222222222
Jayasurya mass after long time podi pooram,Positive ,2,0.5714285714285714
Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu,Positive ,2,0.0
Kure per dislike adich kuru pottikkunnund,Negative ,0,0.3333333333333333
Dislike adechath alla punnara makkalum anta veral ം,Negative ,0,0.25
Fight dialoge bgm oru rakshayum illa,Positive ,2,0.16666666666666666
Ithu rajayude 3 strong Alla ettande Lucifer,Mixed_feelings ,1,0.14285714285714285
E padathinte making ushar aanenu thonunu Trailer kanditt padam kandathokem thallipoli aayirnu But trailer pwolichu,Positive ,2,0.3333333333333333
Samyuktha vendayirunnu Aishu pwoli ann,Negative ,0,0.2
Trailer erangiyilla adhinu munpe pedich thoori dislike adikunna mammunnyolikal,Negative ,0,0.2222222222222222
Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu,Negative ,0,0.16666666666666666
JAI LUCIFER JAI LALETTAN JAI PRITHWI,Positive ,2,0.0
Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck,Positive ,2,0.4166666666666667
Bro support koduthilenkilum dislike adikkathirunoode,Negative ,0,0.4
Suraj ettan fans fans like ivide,Positive ,2,0.16666666666666666
Eid usharakkanam Ithiri late ayalum nammal polikkum Mammukka sa,Positive ,2,0.2222222222222222
E padam hit akum enn urapullavar like adikan ulla sthalam smiling face with 3 hearts smiling face with 3 hearts,Positive ,2,0.6
ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya,Negative ,0,0.1111111111111111
Ith oru onnonnara item aayrikkum,Positive ,2,0.2
Njan mammoty fan Ann pakshe enikk ishtapettu,Positive ,2,0.2857142857142857
Pirates of carbien aarum kanditilananu mone ninte vicharam,Negative ,0,0.25
Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli,Positive ,2,0.45454545454545453
Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale,Positive ,2,0.14285714285714285
im a katta lalettan fan but ithu hit aaakanam heavy,Positive ,2,0.5
Katta vishayam oru rekshem illa etta fdfs,Positive ,2,0.0
Dislike cheyunavanoke ethu naarikal aanenavo Chathude Kidukachi trailer vanetum dislike 1 1k Kashtam preshakare,Negative ,0,0.21428571428571427
Oru dubbing padathinte trailer pole kidu,Positive ,2,0.5
Myarakam ikka Hollywood direction and visuals,Positive ,2,0.3333333333333333
Ini kando Adiude Ideude Vedi pooram firecracker firecracker,Positive ,2,0.25
Aa kannukal mathram mathi a character depth mansilkan laletta,Positive ,2,0.4444444444444444
Trailer Oru rakshyum illa adi poli jayettan takarkkum,Positive ,2,0.125
Ee Padam Kolamavukayaanengil it will be because of Peter hein,Negative ,0,0.6
Movide peru kandu dislike adikaan vannatha,Positive ,2,0.16666666666666666
Avalude name veykkunille avar lead cheyyunna film alle,Negative ,0,0.375
Kidu bgm for ikka kidu movie super,Positive ,2,0.42857142857142855
MAMMOOKKAAA NIGHAL MUTHAANU Nighal kola maassalla kolaveri maasaanu,Positive ,2,0.125
Deleep atta padam orappu maga hit,Positive ,2,0.3333333333333333
ee padam 8 nilayil podannamennju prarthikunnju,Negative ,0,0.0
Ikka i lv uuuuu big screen kandolan waitinggggg,Positive ,2,0.375
trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu,Mixed_feelings ,1,0.125
Ayye poraaa lalettan nu role ille,Negative ,0,0.3333333333333333
Vineethangil adu supero super chodikanundo allea vineetheaaa,Positive ,2,0.14285714285714285
Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka,Positive ,2,0.25
Owf Poli angane oru paad naal kazhinj oru Nalla cinima kanaan povnu,Positive ,2,0.0
Enta ponno ikka kalakum van trailer,Positive ,2,0.3333333333333333
Entammo ikka powli powli heavy item,Positive ,2,0.3333333333333333
Ee trailer vachaaanooo luciferinodu muttaan varunnath,Negative ,0,0.16666666666666666
Ini aarkkum onnum parayaanillallooo Remember the Name Laleettan,Positive ,2,0.375
Inn ni8 full repeat adich kanan ponavar ivide like adicholu,Positive ,2,0.4
Adipoliii movie Suraj nta acting super ayiittodee anike othiri ishtapatuuu super movie,Positive ,2,0.4166666666666667
Mudi valarthi lalettan pazhya rajashilpi look thannee 0 51 il super,Positive ,2,0.18181818181818182
Moood poyi mood poyi aa sabune kandappol mood poyi,Negative ,0,0.3333333333333333
Dislike adicha pullanmarude mugathulla adiyavatte oro likum,Negative ,0,0.14285714285714285
2 19 Ee scene theatril polikkum Lalettta 3,Positive ,2,0.125
njaghalu katta waiting aanu nov 21 aavunnillallo ennoru pbm,Positive ,2,0.1111111111111111
Vivek oberoi best villan powli star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.7391304347826086
Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu,Positive ,2,0.125
Trailer oru rakshayum illa 3 vattam kandu Not the point aarudeyum fan alla,Positive ,2,0.38461538461538464
Ambooo Roman ezunettu EPIC loading,Positive ,2,0.4
Powlii powlii last dialogue comedy anenkilu kidlm tyming,Positive ,2,0.375
Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam,Positive ,2,0.0
Trailernu katta wait cheythirikkunna ethra aalundu ivide,Positive ,2,0.14285714285714285
oru rakshayum illlla orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club adichaaaaaach,Positive ,2,0.1875
Police ill minimum hight elle Aju oke police,Negative ,0,0.75
Orika kanda veendum veendum kanan thonnum,Positive ,2,0.0
Dislike cheydha thendigalk releasin kaanich therum nangal endhan mamangam enn,Negative ,0,0.1
EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu,Positive ,2,0.0
ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha,Positive ,2,0.1
Rajuvetta ningal mass annu Ammoo enna oru feel Laletta,Positive ,2,0.2222222222222222
Uff mwonr kinnam kaachya item,Positive ,2,0.2
madhura rajayum usharavatte from a lalettan fan,Positive ,2,0.42857142857142855
Sambavam kollam but,Mixed_feelings ,1,0.3333333333333333
Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam,Positive ,2,0.05555555555555555
Njan oru a10 fan aanu but ithu kollaam nammade ikka poliyaanuu all the best,Positive ,2,0.35714285714285715
Ee padam kand chirich pandaram adangi,Positive ,2,0.16666666666666666
Trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla,Negative ,0,0.1
Hvy iteam,Positive ,2,0.0
Njan aashupatriyiloottu pookuvaa ullla roomamellam roomanjichu parinju pooyi baakki ulllathu pongithanna nikkuva etttan maatana maaraka maasss,Positive ,2,0.0
Fight vere level teateril paper kure keerendi varum ichayoooo,Positive ,2,0.3333333333333333
Trailer vere level Anu makkale star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes Mammookka uyir 21,Positive ,2,0.6923076923076923
Ethilum valiya masSs eni ella Padam 100 crore loading,Positive ,2,0.2222222222222222
E padathil elllavarum und but pottiyal ellam pogum Appurath Yama Dan kadha verunnund madhura raajayum Ethayalum all the best,Mixed_feelings ,1,0.3157894736842105
Pokiri Raja nte athra odulaa ee chithram eniku thonunnu,Negative ,0,0.1111111111111111
Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi,Positive ,2,0.14285714285714285
Eee oru movie ൊ mohanlal fan aakumennu ോ katta waiting,Positive ,2,0.3
69 years old Megastar Nammude Mammookkaa oreee poli mammookkaa,Positive ,2,0.1111111111111111
Oru mass political family blockbuster hit aakatteyenn aashamsikkunnu,Positive ,2,0.625
Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu,Negative ,0,0.07692307692307693
Vineeth sreenivasan presents,Positive ,2,0.0
Ikkaye kanan vendi mathram fdfs urapichavar like,Positive ,2,0.14285714285714285
Ente ikkkaaaa kola mass YouTube hang aanu makkale,Positive ,2,0.25
Dislike myrolikalk ulla kandam Madhurayil orukkiyittund enn parayan paranju,Negative ,0,0.2222222222222222
1 st day kazinju theatre bakki undayal mathiyayirunnu lalettan,Positive ,2,0.2222222222222222
Lucifer pola nalla oru padam avatte,Positive ,2,0.0
Negative aayi onmilla eattn polikm,Positive ,2,0.2
Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike,Positive ,2,0.1111111111111111
Pwlichu Ikkka pwlichu Hollywood cut,Positive ,2,0.2
Trailer erghunathinn munbb kanathe dislike adichavanmaar verum verum Feeling pucham to u all,Negative ,0,0.46153846153846156
Ambooo Ettan kidu acting Raju Ettan poli making,Positive ,2,0.25
onnum parayan Ila mammokka polichu Thakarthuu star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.6666666666666666
Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund waiting for releasing,Positive ,2,0.25
Ejjati item ettan pwolikkum all the best raju etta,Positive ,2,0.4444444444444444
Ohhh my god endhokke looks aanu onnum parayaanillaa katta waiting lalettaa,Positive ,2,0.2727272727272727
Enthonnadei ithu pulimurugan tamil remake a rolling on the floor laughing rolling on the floor laughing,Mixed_feelings ,1,0.75
Thalachorilla budhiyum illatha 11k aalkkar Ninte okke thalakku ooolamanooo,Negative ,0,0.0
Trilar kanditt padam Valiya pratheeksha illaa,Mixed_feelings ,1,0.0
Wtng laletta,Mixed_feelings ,1,0.0
Looks like netflix series oru film aayi coloring Mach aavunnilla,Negative ,0,0.4
ooro secondum mmakkayude entrik vendi waiting aayirunnu,Positive ,2,0.14285714285714285
tovinok pakaram unni mukundan mathiyarunnu,Mixed_feelings ,1,0.0
Soundil kurachukoodi bass koodi undayinnel kidilan,Mixed_feelings ,1,0.16666666666666666
Lalettan faanan but ee trailer kidukki tto,Positive ,2,0.2857142857142857
Adipoli,Positive ,2,0.0
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka,Positive ,2,0.0
Padam polikunna thonnunne Soubin oru pradhibasam thanne Ambili kandit oru onnonnara fana ayi njn,Positive ,2,0.07142857142857142
Prathviraaj,Positive ,2,0.0
Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu,Positive ,2,0.14285714285714285
Padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd Robot And Frank enn pere athum pwoliyane,Positive ,2,0.17647058823529413
Veruthayayi kashu poyi pratheeshyode arum pokaruthe,Negative ,0,0.0
Super mega hit aaayirikkum mark,Positive ,2,0.6
Aaaa mundum pookal shirtum vere arund ithra look,Positive ,2,0.125
Trailer kidukki film ith pole nannaya mathiyarnnu,Positive ,2,0.42857142857142855
Enta ponno ithu verae level Iove u ikka,Positive ,2,0.25
Korach adhikum award kude undakendi verum enn toonna suraajettante acting kanumbo,Positive ,2,0.18181818181818182
Wow Maranamaas Trailer Gopi Sundar bgm oru rakshemilla ttaa Hit like if u watch FDFS,Positive ,2,0.4666666666666667
Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE,Mixed_feelings ,1,0.2727272727272727
Ith kidukkan aakum Eagerly waiting lub you ikkaa from eattan fan,Positive ,2,0.45454545454545453
173k views and 173k likes bakki kore mammunni fans 18k,Negative ,0,0.2
Mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi,Negative ,0,0.09090909090909091
Trailer kand romanjam Vanna ettan fans like adikn,Positive ,2,0.25
Thrissur slang paliyenn thonnunnath enikk mathramano,Negative ,0,0.16666666666666666
Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer ethra pravisham kandittum mathiyaunnilla,Positive ,2,0.09090909090909091
Kidu trailer iniyulla Kali ikkayude pilleru nokkikolam triple strongode,Positive ,2,0.3333333333333333
Enik Albudham sidiqane aan 1kodi bajat aayalum 100 kodi bajatayalum sidiq athil Kanum Legend,Positive ,2,0.07142857142857142
Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo ikkede trailer onnu vannottu ennu alle ennittu bhayangara views ahnallo rolling on the floor laughing rolling on the floor laughing,Negative ,0,0.45161290322580644
Padam pottum Charithram akanamenkil marakkar varanam,Negative ,0,0.0
Prithviraj Nighal oru marana mass sambavam,Positive ,2,0.16666666666666666
Da mwone madhurajaedatreum varilla ketto nte vaka ellarkum chukavandanam,Negative ,0,0.1111111111111111
Katta waiting madura raja mammokka kidu mass,Positive ,2,0.42857142857142855
Ikkakk valla mass padavum cheythude ithorumaathiri senti cop,Negative ,0,0.25
pora,Negative ,0,0.0
Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa,Negative ,0,0.14285714285714285
Ente ponnnuuuuuuu Lalettaaa baaki oke kili vannit parayam,Positive ,2,0.0
Prithiraje than ee pani nirthiko enthon kopile padamado,Negative ,0,0.125
Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal chandrothe ee vellyamamma,Positive ,2,0.0
Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde Villan dadygirija same Athe irutham,Mixed_feelings ,1,0.2
Cinema vizag kandu Polichu Super duper hit,Positive ,2,0.5714285714285714
Onnpodaaa challenge inne undo 1 hour 50 k likes annn madhara rajj kalikann venda,Negative ,0,0.2857142857142857
Poster kanditt feel good anenn karuthi kanathe vitu,Positive ,2,0.375
Mammootty fans polum like adichu pokum adaru trailer,Positive ,2,0.25
Havy havy super super kidu kidu the horns sign of the horns the horns sign of the horns,Positive ,2,0.5555555555555556
Trailer oru rashilla kili poyi laletta poli anitta,Positive ,2,0.125
Adhikarappeduthunna gadikaarame Ithu gadikarangal nilakkunna nimisham Indian cinemayude mugamudhra,Positive ,2,0.0
Raja returnssss makkale ithu marana mass padamaayirikkum,Positive ,2,0.2857142857142857
Oru poli polikum 21n pooram kanan chry abhinaya ang por,Positive ,2,0.0
endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki,Positive ,2,0.0
Lalettante ittimanikk njanga ikkayude piller vaka best of luck,Positive ,2,0.3333333333333333
Heavy trailer,Positive ,2,1.0
Ente laletta onnum parayanilla ningal mass anu ningale pole ningale ullu,Positive ,2,0.18181818181818182
Police ne kuttam parayuna,Negative ,0,0.5
kidu katta waiting mamamookkaaaa,Positive ,2,0.25
Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,Positive ,2,0.16666666666666666
trailer powli aayi cinemayum angane thanne aavum enn pratheekshikkunnu,Positive ,2,0.1111111111111111
Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu,Positive ,2,0.0
Njan mathram aano sunny chechiyee kaanan vannath Sunny chechi uyir,Positive ,2,0.2
Super trailer avasanathe idi super But BGM pulimurugan copy,Mixed_feelings ,1,0.5555555555555556
Ikkaa nigalu mass aanu pinnem pinnem irunna kanan thonnuvaa,Positive ,2,0.1111111111111111
Neerali,Positive ,2,0.0
Mammookka Nte Look Vere Level,Positive ,2,0.4
Etha sherikum Puli Murugan polla udaa,Mixed_feelings ,1,0.16666666666666666
Dis like idunna mammuny fansukrude pratheka sradhkku raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda,Negative ,0,0.11764705882352941
Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum Ivanu ore oru pereyyllu raja,Positive ,2,0.18181818181818182
ikka dlg delivery oru rakshayumilla love uuuhhhhh ikkaaaaa,Positive ,2,0.25
Nice ikka mass All th bst fan,Positive ,2,0.7142857142857143
Dislike pottikkunnavarkk kurupottalaathi kodukkapedum ൂ,Negative ,0,0.2
I am waiting for,Positive ,2,1.0
Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer,Positive ,2,0.2
Etu lucifere polichu adukum Raja return daa,Positive ,2,0.2857142857142857
Ikka muthanu prayam koodunthorum kooduthal monjan,Positive ,2,0.0
Oru 100cr koody njnga Ing aduthu,Positive ,2,0.16666666666666666
Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane,Negative ,0,0.0
100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka Love you Laletta,Positive ,2,0.4444444444444444
Malayalathinte swandham lalettanu all kerala dulquar salman fansinte vijayasamshagal,Positive ,2,0.1111111111111111
Endo aa dilouge delivery endo pole,Mixed_feelings ,1,0.5
Odiyanil poya pratheeksha luciferin thannekkua Etta minnichekkane,Positive ,2,0.14285714285714285
Ini aaanu kali trailer kalakki above expectations,Positive ,2,0.42857142857142855
Marana maasss feeel trailer Padathinum ad kittiyal polikum,Positive ,2,0.25
Trailer erengunenu mumb 5 2k dislike adichavanmark ente naduviral namaskaram,Negative ,0,0.2
Pulimurugan pole thane und set onnu Matti pidikarnnu,Mixed_feelings ,1,0.5
Poojapura mohanan fans moonchi ൊ,Negative ,0,0.0
OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA,Negative ,0,0.10526315789473684
Enna njan oru kaaryam parayatte ee padam pottum odiyan avashtha aavum mark my words,Negative ,0,0.14285714285714285
Kandittum kandittum madhiyaavunnillallo deyvame Ente laletta ningal star alla oru GALAXY aanu,Positive ,2,0.16666666666666666
Njan poye kanan mammookkaye al wahdha MALL njan kandu,Positive ,2,0.2222222222222222
Ee like button oru thavanaye adikkaan pattu allee,Positive ,2,0.375
2 7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram,Negative ,0,0.1111111111111111
Trailer oru spark aakunnilla But still waiting,Mixed_feelings ,1,0.7142857142857143
Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam face palm face palm ‍,Negative ,0,0.4166666666666667
vijaricha Pola allallo kidu analla,Positive ,2,0.0
Mass kola masssss Tovino polichadukiiiii Tovino uyirr annuu,Positive ,2,0.25
Annyaayam ROMANJAM ikkaaaaaaaa,Positive ,2,0.0
Sunny chechinte song kelkkan waiting,Positive ,2,0.6
John Abraham Palakkal Marana Mass Mammookka,Positive ,2,0.16666666666666666
Adichu makkale 10M Epozhm trailer kanunnavar undo,Positive ,2,0.2857142857142857
within 3hrs 212k views,Negative ,0,0.25
Oru aradhakan avanayi oru katha menanju Aradhakan stronganekill avan double strong anu,Positive ,2,0.25
All best mammokka Team mamangam Mammokka fans like the horns sign of the horns the horns sign of the horns,Positive ,2,0.6
Wowww Amazing Katta waiting Ikka and unni Super,Positive ,2,0.5
Atom bomb,Negative ,0,1.0
Mammokka ponnikka happy birthday love you,Positive ,2,0.6666666666666666
Lalettan annum innum ennum mollywood raja,Positive ,2,0.16666666666666666
ingeru karanam abhimanikkam oroo malayalikkum,Positive ,2,0.0
Ithu Tamil movie ah illa Malayalam movie ah Mostly Tamil dialogue in Malayalam slang P,Mixed_feelings ,1,0.6
Oru rekshayum illa makkale poliiiii action scenes,Positive ,2,0.14285714285714285
Ith arabikkadalinte simhamalla Hippo Pottamaas Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu Cashing vendi charithrathe Valachodikkunnu,Negative ,0,0.0625
Trailer kanditt padam hit aanenn thonnunnu,Positive ,2,0.3333333333333333
Nta daivamme Ponnu laletta ningal muthannu,Positive ,2,0.0
Vere level love you laletta star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2,0.8260869565217391
Mollywood stylish aavanmenkil namude ikka tanne varanam mega star,Positive ,2,0.2222222222222222
simha thailvaaaaaaaa ie pravasham double strongalla triple strong raja solunathdanda seyuve seyunate mathram soluve mammmoookkaa polikkum,Positive ,2,0.3125
Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla iniyatra unlike adichalum avarkariyam Padam records bedikumennu,Negative ,0,0.14285714285714285
Saleem Kumarinu old look Pokkiri Rajayile look aayirunnu kooduthal chercha,Mixed_feelings ,1,0.3
Manju ival ithilum ondooo naasham apo ee padavum njjn kaanunnilaa,Negative ,0,0.0
Ith orumathiri thelungu padam pole undallo,Mixed_feelings ,1,0.16666666666666666
Ndh kadippada 13k dislike adichavark Nallath kanda nallathenne parayanm Atra chorinnindanki valla mullu murikinm ker myrole,Positive ,2,0.0625
dislike adicha 9 5 k dislikeolikalkkulla adi kodukkanulla nool,Negative ,0,0.2222222222222222
Kurch colour koodi poyo ennoru samshayam,Mixed_feelings ,1,0.16666666666666666
Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa Kidiloski trailer,Positive ,2,0.18181818181818182
ithu pwolikkum sudaani from nigeria movie eavdokyo manasil oodi vannu,Positive ,2,0.2
Good luck ikka from lalattan fan,Mixed_feelings ,1,0.6666666666666666
Trailer yethra pravashyam kandenn yenikkane ariyilla,Positive ,2,0.16666666666666666
Enna lookanu ikka U r the best,Positive ,2,0.5714285714285714
Ikka ki jai powli trailer onum parayan ella super masss,Positive ,2,0.2
Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu,Positive ,2,0.2
Happy New Year LalettaCinema kanduketto Love u,Positive ,2,0.7142857142857143
SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo thinking face thinking face,Mixed_feelings ,1,0.45454545454545453
box office nte kaaryathil oru theerumaanamaaay,Positive ,2,0.3333333333333333
